date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),SR (W/mt2),BP (mmHg)
2019-06-01,45.95,65.55177083333334,3.53,19.92,23.46,28.07,2.22,1.28,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.8,128.93,1018.08
2019-06-02,86.36,65.55177083333334,3.3,16.54,19.84,19.84,2.4,1.97,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.72,90.06,1019.23
2019-06-03,32.345,65.55177083333334,3.45,18.79,22.24,22.24,2.28,0.93,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.81,83.32,1018.95
2019-06-04,32.345,65.55177083333334,4.12,19.25,23.37,23.37,2.3,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.44,159.32,1018.35
2019-06-05,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-06-06,32.345,65.55177083333334,3.55,20.82,24.31,24.31,4.89,1.27,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,63.02,139.9,1015.28
2019-06-07,18.59,65.55177083333334,3.68,23.0,26.68,26.68,3.75,1.0,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,72.85,90.8,1013.07
2019-06-08,16.85,65.55177083333334,3.79,22.8,26.59,26.59,3.67,0.89,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.62,111.59,1009.46
2019-06-09,14.89,65.55177083333334,3.57,20.9,24.48,24.48,3.4,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.0,149.49,1008.78
2019-06-10,12.17,65.55177083333334,3.48,21.66,25.14,25.15,2.6,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.6,121.54,1009.39
2019-06-11,27.62,65.55177083333334,4.1,33.18,37.26,37.26,8.81,0.87,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.1,107.17,1009.52
2019-06-12,24.87,65.55177083333334,3.79,37.2,40.99,40.99,11.96,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.06,78.6,1009.97
2019-06-13,26.11,65.55177083333334,3.7,31.78,35.48,35.49,22.04,1.1,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.39,65.07,1009.81
2019-06-14,28.73,65.55177083333334,3.46,31.24,34.68,34.68,32.34,0.97,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.0,111.26,1009.23
2019-06-15,34.35,65.55177083333334,3.36,31.06,34.42,34.42,30.42,0.84,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.01,137.53,1008.31
2019-06-16,27.64,65.55177083333334,2.86,29.47,32.32,32.32,29.6,0.75,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,67.11,126.07,1007.11
2019-06-17,36.88,65.55177083333334,3.88,34.25,38.13,38.13,30.47,0.94,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,67.36,109.91,1007.14
2019-06-18,49.27,65.55177083333334,3.64,36.15,39.78,39.78,18.04,0.95,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,68.52,78.07,1007.48
2019-06-19,37.91,65.55177083333334,2.79,27.33,30.11,30.11,2.23,0.92,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,69.31,101.82,1007.76
2019-06-20,32.24,65.55177083333334,2.86,27.07,29.92,29.91,1.57,0.85,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,68.76,110.5,1007.54
2019-06-21,35.37,65.55177083333334,2.9,28.88,31.77,31.77,2.28,1.15,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.82,83.36,1009.2
2019-06-22,24.48,65.55177083333334,3.1,28.55,31.28,31.65,2.75,1.14,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.07,80.88,1009.5
2019-06-23,23.9,65.55177083333334,2.81,27.16,29.97,29.97,2.04,0.95,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,87.45,55.63,1012.0
2019-06-24,33.59,65.55177083333334,3.19,27.23,30.63,32.14,3.42,1.08,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.72,73.22,1010.64
2019-06-25,40.4,65.55177083333334,2.96,28.89,31.83,32.86,4.11,1.04,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.67,94.27,1008.18
2019-06-26,34.71,65.55177083333334,3.01,28.37,31.0,31.88,4.14,0.98,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.01,62.85,1009.2
2019-06-27,34.54,65.55177083333334,3.16,28.86,32.0,26.69,4.08,0.98,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,68.06,112.62,1008.26
2019-06-28,43.92,65.55177083333334,2.77,27.38,30.13,22.7,4.13,1.0,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.4,0.91,1009.7
2019-06-29,40.01,65.55177083333334,2.9,28.43,31.33,21.29,3.51,0.85,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,56.18,159.62,1005.41
2019-06-30,27.6,65.55177083333334,2.74,27.19,29.94,20.84,3.05,0.98,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.84,84.27,1008.91
2019-07-01,31.08,65.55177083333334,2.83,27.74,30.58,21.3,3.3,0.93,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,66.21,117.93,1007.82
2019-07-02,31.24,65.55177083333334,3.42,30.83,34.23,23.24,3.29,0.93,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,65.02,91.8,1007.52
2019-07-03,29.37,65.55177083333334,2.66,27.81,30.47,21.61,3.16,0.93,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.9,0.96,1012.3
2019-07-04,35.44,65.55177083333334,3.22,29.94,33.16,23.89,5.09,1.19,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,68.99,20.67,1008.45
2019-07-05,31.06,65.55177083333334,2.99,28.78,31.75,23.43,4.64,0.92,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.07,77.05,1010.91
2019-07-06,23.38,65.55177083333334,2.9,27.43,30.33,23.32,4.72,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,85.41,71.28,1012.42
2019-07-07,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-07-08,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-07-09,27.17,65.55177083333334,3.04,26.24,29.28,20.41,6.03,1.01,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,69.2,110.62,1008.59
2019-07-10,24.38,65.55177083333334,2.74,30.28,33.02,22.13,6.86,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.03,92.97,1009.72
2019-07-11,27.22,65.55177083333334,2.81,31.82,34.62,21.72,8.41,0.79,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.63,96.57,1009.16
2019-07-12,33.07,65.55177083333334,2.91,32.21,35.12,22.22,11.01,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,69.78,131.07,1008.72
2019-07-13,28.9,65.55177083333334,2.81,30.37,33.18,22.01,11.07,0.59,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.49,105.84,1008.86
2019-07-14,22.55,65.55177083333334,2.48,28.89,31.37,20.81,10.99,0.69,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.15,87.28,1009.01
2019-07-15,21.22,65.55177083333334,2.94,30.84,33.08,21.71,8.03,0.65,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,69.59,104.25,1008.8
2019-07-16,30.11,65.55177083333334,2.83,29.99,32.83,22.76,6.58,0.72,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.98,100.6,1010.31
2019-07-17,35.69,65.55177083333334,2.98,30.01,32.99,23.16,5.81,0.59,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.34,97.49,1009.63
2019-07-18,34.68,65.55177083333334,3.36,29.37,32.73,24.47,5.74,0.51,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.19,90.28,1010.8
2019-07-19,24.3,65.55177083333334,3.09,28.61,31.69,24.26,5.86,0.6,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.76,84.88,1011.9
2019-07-20,20.89,65.55177083333334,2.63,29.67,32.3,22.54,5.73,0.68,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.33,76.34,1011.02
2019-07-21,22.81,65.55177083333334,2.44,29.87,32.31,20.77,5.51,0.7,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.38,61.24,1011.74
2019-07-22,22.27,65.55177083333334,2.54,28.29,30.83,20.24,3.41,0.7,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.2,62.69,1011.53
2019-07-23,28.67,65.55177083333334,2.89,29.74,32.63,22.5,1.82,0.96,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.22,70.31,1012.22
2019-07-24,30.47,65.55177083333334,3.59,31.67,34.83,23.64,2.48,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.55,123.8,1010.37
2019-07-25,26.4,65.55177083333334,3.13,30.22,33.35,24.22,3.26,0.97,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.89,78.19,1011.17
2019-07-26,30.69,65.55177083333334,3.02,29.16,32.16,23.51,3.11,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.72,67.36,1011.12
2019-07-27,31.38,65.55177083333334,2.98,28.88,31.86,21.62,3.2,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,72.64,106.37,1009.4
2019-07-28,31.04,65.55177083333334,2.55,27.25,29.81,20.7,3.01,0.76,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,76.45,74.11,1010.3
2019-07-29,28.02,65.55177083333334,2.77,27.32,30.09,21.24,2.94,0.8,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.71,73.13,1009.2
2019-07-30,27.3,65.55177083333334,2.94,30.22,33.16,22.24,2.93,0.8,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.83,73.02,1009.64
2019-07-31,26.65,65.55177083333334,2.99,28.48,31.46,20.24,2.88,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.75,150.11,1008.96
2019-08-01,21.33,65.55177083333334,2.66,26.11,28.77,18.76,2.98,0.59,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,53.56,194.82,1004.82
2019-08-02,19.92,65.55177083333334,2.79,28.36,31.12,20.9,2.98,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,72.57,20.71,1009.32
2019-08-03,21.15,65.55177083333334,2.68,28.01,30.51,19.82,2.86,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,66.77,90.62,1007.94
2019-08-04,32.345,65.55177083333334,5.879079861111111,20.46,0.0,17.26078125,4.26,0.0,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-08-05,17.54,65.55177083333334,2.94,29.33,32.27,21.97,2.85,0.52,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,91.32,40.84,1013.91
2019-08-06,16.89,65.55177083333334,2.87,30.14,32.43,21.81,3.07,0.84,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.86,82.65,1011.58
2019-08-07,18.24,65.55177083333334,3.34,29.77,33.11,22.59,2.85,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,88.12,47.08,1013.13
2019-08-08,16.57,65.55177083333334,2.91,28.39,31.3,22.17,2.87,0.81,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,90.3,42.95,1013.66
2019-08-09,21.95,65.55177083333334,2.87,25.86,28.7,21.93,3.1,0.76,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.26,102.59,1012.26
2019-08-10,19.44,65.55177083333334,3.13,29.33,32.46,23.25,2.94,0.71,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.13,71.67,1011.66
2019-08-11,15.99,65.55177083333334,2.54,26.66,29.23,20.07,2.91,0.74,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.7,102.01,1011.08
2019-08-12,22.21,65.55177083333334,3.62,30.03,33.66,23.72,3.0,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.96,87.82,1012.14
2019-08-13,19.93,65.55177083333334,3.55,29.93,33.48,24.25,2.98,0.77,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.6,106.43,1011.8
2019-08-14,21.34,65.55177083333334,3.74,29.15,32.89,23.84,2.93,0.85,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.08,132.78,1011.91
2019-08-15,16.83,65.55177083333334,2.58,24.76,27.35,21.65,2.88,0.76,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.43,101.23,1011.77
2019-08-16,19.49,65.55177083333334,3.17,27.52,30.7,23.73,2.89,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.29,103.88,1011.99
2019-08-17,18.69,65.55177083333334,3.71,29.52,33.23,26.0,3.08,0.94,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,86.58,48.13,1012.77
2019-08-18,21.83,65.55177083333334,5.56,27.26,32.82,29.98,2.95,0.91,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,93.05,37.76,1014.37
2019-08-19,21.25,65.55177083333334,2.76,39.62,42.38,28.58,3.49,0.67,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.96,119.11,1012.2
2019-08-20,18.77,65.55177083333334,2.55,41.74,44.29,26.19,4.02,0.82,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,87.23,73.72,1012.97
2019-08-21,20.78,65.55177083333334,2.43,38.36,40.79,23.02,3.93,0.75,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.57,93.8,1012.29
2019-08-22,21.07,65.55177083333334,2.27,37.41,39.69,22.24,4.04,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.72,106.63,1012.31
2019-08-23,20.67,65.55177083333334,2.21,34.56,36.77,20.92,4.06,0.63,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.43,118.05,1012.0
2019-08-24,18.35,65.55177083333334,2.18,32.22,34.4,20.11,4.06,0.74,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.18,106.66,1011.66
2019-08-25,15.37,65.55177083333334,2.14,30.56,32.69,18.85,4.14,0.66,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.12,155.73,1009.99
2019-08-26,17.83,65.55177083333334,2.23,28.4,30.61,18.66,4.05,1.14,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,87.4,137.65,1012.93
2019-08-27,21.17,65.55177083333334,2.17,31.94,34.11,19.04,4.0,0.73,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,61.39,158.39,1006.67
2019-08-28,24.02,65.55177083333334,2.2,32.32,34.51,20.13,4.13,0.63,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.09,127.82,1010.92
2019-08-29,23.75,65.55177083333334,2.31,33.6,35.91,20.41,4.05,0.66,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.02,118.82,1010.67
2019-08-30,27.95,65.55177083333334,3.02,30.91,33.91,21.7,3.74,0.83,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.53,125.64,1009.62
2019-08-31,35.59,65.55177083333334,2.94,28.8,31.74,23.33,2.09,1.05,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.06,85.99,1010.44
2019-09-01,30.26,65.55177083333334,2.83,27.69,30.52,20.79,4.26,1.13,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,88.04,6.18,1013.14
2019-09-02,22.4,65.55177083333334,2.47,24.89,27.36,19.08,4.26,1.02,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,87.2,41.16,1012.92
2019-09-03,17.85,65.55177083333334,2.73,26.82,29.55,20.25,4.74,1.13,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.85,76.14,1012.33
2019-09-04,27.29,65.55177083333334,5.22,32.57,37.79,22.74,4.62,1.0,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,87.33,74.76,1012.95
2019-09-05,26.23,65.55177083333334,2.84,24.46,24.27,19.14,5.24,1.23,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.03,81.25,1011.49
2019-09-06,15.65,65.55177083333334,2.96,26.02,28.97,19.96,3.56,1.08,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.03,124.87,1011.69
2019-09-07,13.27,65.55177083333334,2.7,26.56,29.19,19.94,3.06,1.3,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,86.6,113.73,1012.79
2019-09-08,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-09,11.73,65.55177083333334,2.14,23.15,25.28,16.26,2.38,0.88,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,60.9,360.08,1006.55
2019-09-10,25.67,65.55177083333334,5.69,31.33,37.01,22.77,1.63,0.93,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,63.56,125.84,926.89
2019-09-11,32.345,65.55177083333334,5.879079861111111,20.46,0.0,17.26078125,4.26,0.0,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-12,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-13,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-14,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-15,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2019-09-16,35.4,65.55177083333334,3.22,26.92,30.14,23.54,2.48,1.45,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,93.64,0.91,926.89
2019-09-17,17.12,65.55177083333334,3.96,31.18,35.15,24.58,2.39,1.33,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.54,98.48,926.89
2019-09-18,19.07,65.55177083333334,3.03,29.81,32.83,23.18,2.36,1.15,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,80.19,87.69,926.89
2019-09-19,20.61,65.55177083333334,3.3,28.57,31.86,22.44,1.97,1.21,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.31,129.73,926.89
2019-09-20,16.52,65.55177083333334,3.02,29.83,32.85,22.1,1.82,1.04,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.7,137.72,926.89
2019-09-21,29.22,65.55177083333334,3.01,31.28,34.29,23.41,1.8,1.43,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.15,146.22,926.89
2019-09-22,16.62,65.55177083333334,5.7,30.72,36.42,28.18,1.76,1.31,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.89,59.84,926.89
2019-09-23,22.24,65.55177083333334,7.47,32.51,39.98,33.68,2.02,1.41,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,89.55,78.33,926.89
2019-09-24,22.58,65.55177083333334,3.6,30.5,34.11,26.95,2.01,1.56,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.1,128.87,926.89
2019-09-25,13.84,65.55177083333334,2.88,29.01,31.89,25.13,2.08,1.15,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,85.76,123.8,926.89
2019-09-26,16.59,65.55177083333334,2.99,29.71,32.7,22.75,4.64,1.33,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.22,148.03,926.89
2019-09-27,20.88,65.55177083333334,3.87,32.51,36.38,24.38,4.96,1.38,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.99,136.99,926.89
2019-09-28,20.89,65.55177083333334,2.98,30.65,33.63,23.18,5.16,1.24,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.71,132.44,926.89
2019-09-29,24.0,65.55177083333334,2.9,31.92,34.82,23.04,5.05,1.29,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,66.21,153.07,926.89
2019-09-30,21.17,65.55177083333334,2.97,31.84,34.81,23.11,5.35,1.41,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,67.75,161.65,926.89
2019-10-01,21.6,65.55177083333334,3.14,34.09,37.12,23.76,4.85,1.03,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.17,110.67,926.89
2019-10-02,15.24,65.55177083333334,3.98,35.85,39.82,24.4,2.63,0.87,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.75,156.48,926.89
2019-10-03,24.37,65.55177083333334,3.37,37.84,41.2,24.7,2.9,1.43,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.61,81.17,926.89
2019-10-04,24.55,65.55177083333334,4.49,39.26,43.74,25.17,2.8,1.15,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.05,162.35,926.89
2019-10-05,31.15,65.55177083333334,4.99,43.8,48.82,28.22,2.94,1.51,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.95,94.99,926.89
2019-10-06,20.13,65.55177083333334,2.53,29.8,32.33,21.62,2.75,1.01,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.81,166.29,926.89
2019-10-07,21.82,65.55177083333334,2.59,28.06,30.64,22.35,2.85,1.36,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,80.0,65.98,926.89
2019-10-08,26.65,65.55177083333334,2.53,25.13,27.66,20.95,2.52,0.88,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.82,130.18,926.89
2019-10-09,31.65,65.55177083333334,4.05,35.49,39.53,26.6,3.3,1.16,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.64,98.26,926.89
2019-10-10,188.81,65.55177083333334,6.43,40.67,47.07,29.24,4.24,1.27,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.47,148.66,926.89
2019-10-11,32.46,65.55177083333334,8.32,43.09,51.39,31.77,4.33,1.15,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.51,101.76,926.89
2019-10-12,27.26,65.55177083333334,4.67,33.38,38.03,27.43,4.58,0.81,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.96,141.17,926.89
2019-10-13,18.93,65.55177083333334,3.35,27.46,30.81,25.14,4.82,0.49,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.73,129.37,926.89
